SourceType,SourceTypeLabel,Title,Url,LocalPath,Seq,StandardNo,StandardKey,StandardPage,MappingMethod,Confidence,InterpretationNo
interpretation,准则解释,关于印发《企业会计准则解释第11号——关于以使用无形资产产生的收入为基础的摊销方法》的通知,https://kjs.mof.gov.cn/zhengcefabu/201706/t20170621_2628437.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第11号-关于以使用无形资产产生的收入为基础的摊销方法-的通知.html,,6,cas-06,concepts/accounting-standards/cas-06,title-topic-keyword,medium,11
interpretation,准则解释,关于印发《企业会计准则解释第11号——关于以使用无形资产产生的收入为基础的摊销方法》的通知,https://kjs.mof.gov.cn/zhengcefabu/201706/t20170621_2628437.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第11号-关于以使用无形资产产生的收入为基础的摊销方法-的通知.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,11
interpretation,准则解释,关于印发《企业会计准则解释第12号——关于关键管理人员服务的提供方与接受方是否为关联方》的通知,https://kjs.mof.gov.cn/zhengcefabu/201706/t20170621_2628439.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第12号-关于关键管理人员服务的提供方与接受方是否为关联方-的通知.html,,,unmapped,,unmapped,low,12
interpretation,准则解释,关于印发《企业会计准则解释第13号》的通知,https://kjs.mof.gov.cn/zhengcefabu/201912/t20191213_3441493.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第13号-的通知.html,,,unmapped,,unmapped,low,13
interpretation,准则解释,关于印发《企业会计准则解释第14号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202102/t20210202_3653110.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第14号-的通知.html,,,unmapped,,unmapped,low,14
interpretation,准则解释,关于印发《企业会计准则解释第15号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202112/t20211231_3779983.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第15号-的通知.html,,,unmapped,,unmapped,low,15
interpretation,准则解释,关于印发《企业会计准则解释第17号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202311/t20231109_3915491.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第17号-的通知.html,,,unmapped,,unmapped,low,17
interpretation,准则解释,关于印发《企业会计准则解释第18号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202412/t20241223_3950344.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第18号-的通知.html,,,unmapped,,unmapped,low,18
interpretation,准则解释,关于印发《企业会计准则解释第19号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202512/t20251218_3979556.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第19号-的通知.html,,,unmapped,,unmapped,low,19
interpretation,准则解释,关于印发《企业会计准则解释第20号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202606/t20260615_3991686.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第20号-的通知.html,,,unmapped,,unmapped,low,20
application_case,应用案例,收入准则应用案例——运输服务,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088434.htm,raw/standards/accounting/application-cases-pages/001-收入准则应用案例-运输服务.html.md,1,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——合同履约成本（酒店等服务行业的合同成本）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088435.htm,raw/standards/accounting/application-cases-pages/002-收入准则应用案例-合同履约成本-酒店等服务行业的合同成本.html.md,2,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——合同负债（电商平台预售购物卡）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088436.htm,raw/standards/accounting/application-cases-pages/003-收入准则应用案例-合同负债-电商平台预售购物卡.html.md,3,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——合同负债（涉及不同增值税率的储值卡）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088437.htm,raw/standards/accounting/application-cases-pages/004-收入准则应用案例-合同负债-涉及不同增值税率的储值卡.html.md,4,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——亏损合同案例,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088438.htm,raw/standards/accounting/application-cases-pages/005-收入准则应用案例-亏损合同案例.html.md,5,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——定制软件开发服务的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/t20200717_3551278.htm,raw/standards/accounting/application-cases-pages/006-收入准则应用案例-定制软件开发服务的收入确认.html.md,6,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——药品实验服务的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/t20200717_3551279.htm,raw/standards/accounting/application-cases-pages/007-收入准则应用案例-药品实验服务的收入确认.html.md,7,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——保荐服务的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/t20200717_3551280.htm,raw/standards/accounting/application-cases-pages/008-收入准则应用案例-保荐服务的收入确认.html.md,8,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——主要责任人和代理人的判断,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634020.htm,raw/standards/accounting/application-cases-pages/009-收入准则应用案例-主要责任人和代理人的判断.html.md,9,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——合同变更与可变对价的判断,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634022.htm,raw/standards/accounting/application-cases-pages/010-收入准则应用案例-合同变更与可变对价的判断.html.md,10,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——基于客户销售额的可变对价,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634023.htm,raw/standards/accounting/application-cases-pages/011-收入准则应用案例-基于客户销售额的可变对价.html.md,11,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——以首次公开募股成功为可行权条件,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704069.htm,raw/standards/accounting/application-cases-pages/012-股份支付准则应用案例-以首次公开募股成功为可行权条件.html.md,12,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——“大股东兜底式”股权激励计划,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704076.htm,raw/standards/accounting/application-cases-pages/013-股份支付准则应用案例-“大股东兜底式”股权激励计划.html.md,13,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——授予限制性股票,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704082.htm,raw/standards/accounting/application-cases-pages/014-股份支付准则应用案例-授予限制性股票.html.md,14,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——授予日的确定,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704084.htm,raw/standards/accounting/application-cases-pages/015-股份支付准则应用案例-授予日的确定.html.md,15,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——实际控制人受让股份是否构成新的股份支付,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704086.htm,raw/standards/accounting/application-cases-pages/016-股份支付准则应用案例-实际控制人受让股份是否构成新的股份支付.html.md,16,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2018〕35号）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717388.htm,raw/standards/accounting/application-cases-pages/017-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2018〕35号.html.md,17,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
application_case,应用案例,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（融资租赁）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717396.htm,raw/standards/accounting/application-cases-pages/018-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-融资租赁.html.md,18,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
application_case,应用案例,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（经营租赁）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717398.htm,raw/standards/accounting/application-cases-pages/019-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-经营租赁.html.md,19,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
application_case,应用案例,PPP项目合同社会资本方会计处理应用案例——无形资产模式,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744013.htm,raw/standards/accounting/application-cases-pages/020-PPP项目合同社会资本方会计处理应用案例-无形资产模式.html.md,20,6,cas-06,concepts/accounting-standards/cas-06,title-topic-keyword,medium,
application_case,应用案例,PPP项目合同社会资本方会计处理应用案例——金融资产模式,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744014.htm,raw/standards/accounting/application-cases-pages/021-PPP项目合同社会资本方会计处理应用案例-金融资产模式.html.md,21,,unmapped,,unmapped,low,
