"Title","Url","LocalFile"
"问：债务重组的方式主要包括债务人以资产清偿债务、将债务转为权益工具、修改其他条款，...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664187.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\011-问：债务重组的方式主要包括债务人以资产清偿债务-将债务转为权益工具-修改其他条款-....html"
"问：债务人能否在债务重组合同签署时确认债务重组损益？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664190.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\012-问：债务人能否在债务重组合同签署时确认债务重组损益？.html"
"问：外币预收账款和预付账款是货币性项目还是非货币性项目，上述项目在资产负债表日是否...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664191.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\013-问：外币预收账款和预付账款是货币性项目还是非货币性项目-上述项目在资产负债表日是否....html"
"问：某租赁合同约定，初始租赁期为1年，如有一方撤销租赁将支付重大罚金，1年期满后，如...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664192.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\014-问：某租赁合同约定-初始租赁期为1年-如有一方撤销租赁将支付重大罚金-1年期满后-如....html"
"问：某租赁合同约定，承租人租赁设备用于生产A产品，租赁期为5年，每年的租赁付款额按照...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664195.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\015-问：某租赁合同约定-承租人租赁设备用于生产A产品-租赁期为5年-每年的租赁付款额按照....html"
"问：某租赁合同变更导致租赁期缩短至1年以内，承租人应当如何进行会计处理？是否允许改按...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664197.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\016-问：某租赁合同变更导致租赁期缩短至1年以内-承租人应当如何进行会计处理？是否允许改按....html"
"问：承租人于新冠肺炎疫情期间欠付租金，出租人应当如何进行会计处理？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664201.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\017-问：承租人于新冠肺炎疫情期间欠付租金-出租人应当如何进行会计处理？.html"
"问：某企业执行《企业会计准则第22号——金融工具确认和计量》（财会〔2017〕7号）、《企...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664202.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\018-问：某企业执行-企业会计准则第22号-金融工具确认和计量-财会〔2017〕7号-企....html"
"问：封闭式基金、理财产品、信托计划等寿命固定或可确定的结构化主体，是否符合持续经营...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664205.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\019-问：封闭式基金-理财产品-信托计划等寿命固定或可确定的结构化主体-是否符合持续经营....html"
"问：如果企业判断以“贷款基准利率”为基础确定利息的金融资产符合本金加利息的合同现金...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664208.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\020-问：如果企业判断以“贷款基准利率”为基础确定利息的金融资产符合本金加利息的合同现金....html"
"问：某企业于资产负债表日对金融资产计提损失准备，资产负债表日至财务报告批准报出日之...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664210.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\021-问：某企业于资产负债表日对金融资产计提损失准备-资产负债表日至财务报告批准报出日之....html"
"问：企业应当如何判断某项投资的会计处理适用《企业会计准则第2号——长期股权投资》（财...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664211.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\022-问：企业应当如何判断某项投资的会计处理适用-企业会计准则第2号-长期股权投资-财....html"
"问：企业支付永续债利息的会计处理是否与税务处理一致？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664213.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\023-问：企业支付永续债利息的会计处理是否与税务处理一致？.html"
"问：在金融工具确认计量准则施行日，将原分类为可供出售金融资产的权益工具投资按照准则...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664215.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\024-问：在金融工具确认计量准则施行日-将原分类为可供出售金融资产的权益工具投资按照准则....html"
"问：企业从事的融资担保、信用证、信用保险等“财务担保合同”业务，应当适用保险合同相...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664216.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\025-问：企业从事的融资担保-信用证-信用保险等“财务担保合同”业务-应当适用保险合同相....html"
"问：企业在非同一控制下的企业合并中确认的或有对价构成金融资产的，应当分类为何种金融...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664218.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\026-问：企业在非同一控制下的企业合并中确认的或有对价构成金融资产的-应当分类为何种金融....html"
"问：企业按照管理金融资产的业务模式对相关金融资产进行分类，在评估确定管理金融资产的...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664220.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\027-问：企业按照管理金融资产的业务模式对相关金融资产进行分类-在评估确定管理金融资产的....html"
"问：新冠肺炎疫情下，企业在应用预期信用损失法时应重点关注哪些问题？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664223.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\028-问：新冠肺炎疫情下-企业在应用预期信用损失法时应重点关注哪些问题？.html"
"问：债权人和债务人以资产清偿债务方式进行债务重组的，债权人初始确认受让非金融资产时...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691695.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\029-问：债权人和债务人以资产清偿债务方式进行债务重组的-债权人初始确认受让非金融资产时....html"
"问：承租人偿还租赁负债本金和利息、支付预付租金以及租赁保证金所支付的现金在现金流量...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691861.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\030-问：承租人偿还租赁负债本金和利息-支付预付租金以及租赁保证金所支付的现金在现金流量....html"
"问：承租人发生的租赁资产改良支出及其导致的预计复原支出应当如何进行会计处理？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691863.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\031-问：承租人发生的租赁资产改良支出及其导致的预计复原支出应当如何进行会计处理？.html"
"问：租赁期不超过12个月且包含购买选择权的租赁是否属于短期租赁？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691864.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\032-问：租赁期不超过12个月且包含购买选择权的租赁是否属于短期租赁？.html"
"问：对于按照金融工具列报准则第三章分类为权益工具的特殊金融工具，发行方在企业个别财...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691866.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\033-问：对于按照金融工具列报准则第三章分类为权益工具的特殊金融工具-发行方在企业个别财....html"
"问：企业应当如何对持有的结构性存款进行会计处理，假设该结构性存款符合《中国银保监会...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691867.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\034-问：企业应当如何对持有的结构性存款进行会计处理-假设该结构性存款符合-中国银保监会....html"
"问：企业对向其他企业提供的委托贷款、财务担保或向集团关联企业提供的资金借贷等进行减...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691868.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\035-问：企业对向其他企业提供的委托贷款-财务担保或向集团关联企业提供的资金借贷等进行减....html"
"问：银行从事信用卡分期还款业务按实际利率法计算的利息收入，应当作为“利息收入”还是...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691869.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\036-问：银行从事信用卡分期还款业务按实际利率法计算的利息收入-应当作为“利息收入”还是....html"
"问：银行收回已核销的贷款，应当如何进行会计处理？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691870.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\037-问：银行收回已核销的贷款-应当如何进行会计处理？.html"
"问：在金融工具确认计量准则施行日，将可供出售金融资产分类为以公允价值计量且其变动计...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691871.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\038-问：在金融工具确认计量准则施行日-将可供出售金融资产分类为以公允价值计量且其变动计....html"
"问：如果企业持有的金融资产以收取合同现金流量为目标，企业是否完全不能或者只能在一定...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691872.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\039-问：如果企业持有的金融资产以收取合同现金流量为目标-企业是否完全不能或者只能在一定....html"
"问：某企业执行2017年修订发布的企业会计准则第22、23、24和37号。该企业的联营（或合营...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202104/t20210425_3691992.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\040-问：某企业执行2017年修订发布的企业会计准则第22-23-24和37号。该企业的联营-或合营....html"
"问：承租人与出租人签订租赁期为1年的租赁合同，能否简单认定该租赁为短期租赁？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202106/t20210610_3717408.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\041-问：承租人与出租人签订租赁期为1年的租赁合同-能否简单认定该租赁为短期租赁？.html"
"问：社会资本方执行《企业会计准则解释第14号》时，应当如何应用“双特征”？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744017.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\042-问：社会资本方执行-企业会计准则解释第14号-时-应当如何应用“双特征”？.html"
"问：社会资本方执行《企业会计准则解释第14号》时，应当如何应用“双控制”条件（1）“政...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744018.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\043-问：社会资本方执行-企业会计准则解释第14号-时-应当如何应用“双控制”条件-1-“政....html"
"问：社会资本方执行《企业会计准则解释第14号》时，应当如何应用“双控制”条件（2）“PP...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744019.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\044-问：社会资本方执行-企业会计准则解释第14号-时-应当如何应用“双控制”条件-2-“PP....html"
"问：社会资本方执行《企业会计准则解释第14号》时，当PPP项目资产部分受到政府方控制时，...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744020.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\045-问：社会资本方执行-企业会计准则解释第14号-时-当PPP项目资产部分受到政府方控制时-....html"
"问：社会资本方执行《企业会计准则解释第14号》时，社会资本方在PPP项目建造期间形成的合...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744021.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\046-问：社会资本方执行-企业会计准则解释第14号-时-社会资本方在PPP项目建造期间形成的合....html"
"问：社会资本方执行《企业会计准则解释第14号》时，社会资本方在PPP项目建造期间发生的借...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744022.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\047-问：社会资本方执行-企业会计准则解释第14号-时-社会资本方在PPP项目建造期间发生的借....html"
"问：社会资本方执行《企业会计准则解释第14号》时，社会资本方在PPP项目建造期间发生的建...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744024.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\048-问：社会资本方执行-企业会计准则解释第14号-时-社会资本方在PPP项目建造期间发生的建....html"
"问：社会资本方执行《企业会计准则解释第14号》时，集团合并范围内甲公司（发包方）承接P...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744025.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\049-问：社会资本方执行-企业会计准则解释第14号-时-集团合并范围内甲公司-发包方-承接P....html"
"问：社会资本方执行《企业会计准则解释第14号》时，如何确定履约义务的单独售价？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744028.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\050-问：社会资本方执行-企业会计准则解释第14号-时-如何确定履约义务的单独售价？.html"
"问：社会资本方执行《企业会计准则解释第14号》时，社会资本方应当如何对PPP项目合同进行...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744029.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\051-问：社会资本方执行-企业会计准则解释第14号-时-社会资本方应当如何对PPP项目合同进行....html"
"问：社会资本方执行《企业会计准则解释第14号》时，如何对2020年12月31日前开始实施且至...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202108/t20210810_3744030.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\052-问：社会资本方执行-企业会计准则解释第14号-时-如何对2020年12月31日前开始实施且至....html"
"问：某集团公司新设一家子公司，将现有其他子公司或业务注入该新设公司，假定在新设公司...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762826.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\053-问：某集团公司新设一家子公司-将现有其他子公司或业务注入该新设公司-假定在新设公司....html"
"问：企业为了履行收入合同而从事的运输活动，如果该运输活动不构成单项履约义务，相关运...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762833.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\054-问：企业为了履行收入合同而从事的运输活动-如果该运输活动不构成单项履约义务-相关运....html"
"问：不符合固定资产资本化后续支出条件的固定资产日常修理费用应如何进行会计处理？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762834.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\055-问：不符合固定资产资本化后续支出条件的固定资产日常修理费用应如何进行会计处理？.html"
"问：联营企业或合营企业自2021年1月1日起执行新收入准则、新金融工具准则、新租赁准则（...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762836.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\056-问：联营企业或合营企业自2021年1月1日起执行新收入准则-新金融工具准则-新租赁准则-....html"
"问：对于首次执行企业会计准则的企业，在首次执行日应当如何执行《企业会计准则第38号—...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762840.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\057-问：对于首次执行企业会计准则的企业-在首次执行日应当如何执行-企业会计准则第38号-....html"
"问：执行《小企业会计准则》的企业作为个人所得税的扣缴义务人，根据《中华人民共和国个...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202111/t20211102_3762844.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\058-问：执行-小企业会计准则-的企业作为个人所得税的扣缴义务人-根据-中华人民共和国个....html"
"《新冠肺炎疫情相关租金减让会计处理规定》简化处理方法适用问答","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202205/t20220527_3813704.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\059-新冠肺炎疫情相关租金减让会计处理规定-简化处理方法适用问答.html"
"问：甲公司租赁某物业，租赁期为5年，每3个月支付一次租金。为支持甲公司经营发展，当地...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819697.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\060-问：甲公司租赁某物业-租赁期为5年-每3个月支付一次租金。为支持甲公司经营发展-当地....html"
"问：甲公司在202×年报告期内处置了唯一的子公司，并且于202×年12月31日已经没有子公司...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819698.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\061-问：甲公司在202×年报告期内处置了唯一的子公司-并且于202×年12月31日已经没有子公司....html"
"问：执行企业会计准则的企业应当如何对增值税期末留抵退税业务相关现金流量进行列示？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819699.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\062-问：执行企业会计准则的企业应当如何对增值税期末留抵退税业务相关现金流量进行列示？.html"
"问：执行《小企业会计准则》的企业应当如何对增值税期末留抵退税业务相关现金流量进行列示？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202206/t20220621_3819702.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\063-问：执行-小企业会计准则-的企业应当如何对增值税期末留抵退税业务相关现金流量进行列示？.html"
"问：投资方与其联营企业或合营企业之间发生投出或出售资产交易（构成业务的除外）而产生...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202301/t20230103_3861811.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\064-问：投资方与其联营企业或合营企业之间发生投出或出售资产交易-构成业务的除外-而产生....html"
"问：上市公司乙公司是甲公司的联营企业。乙公司向员工以非公开发行的方式授予限售期为3年...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202301/t20230103_3861812.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\065-问：上市公司乙公司是甲公司的联营企业。乙公司向员工以非公开发行的方式授予限售期为3年....html"
"问：汽车销售企业在日常活动中购进并用于销售的二手车，应当如何进行会计处理？","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202301/t20230103_3861813.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\066-问：汽车销售企业在日常活动中购进并用于销售的二手车-应当如何进行会计处理？.html"
"问：如果子公司执行新保险合同会计准则的时间晚于集团公司，子公司应当如何按照新保险合...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872123.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\067-问：如果子公司执行新保险合同会计准则的时间晚于集团公司-子公司应当如何按照新保险合....html"
"问：对于具有直接参与分红特征的保险合同，企业选择将保险合同金融变动额分解计入当期保...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872125.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\068-问：对于具有直接参与分红特征的保险合同-企业选择将保险合同金融变动额分解计入当期保....html"
"问：根据新保险合同会计准则，企业如何采用“自下而上的方法”确定不随基础项目回报而变...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872126.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\069-问：根据新保险合同会计准则-企业如何采用“自下而上的方法”确定不随基础项目回报而变....html"
"问：新保险合同会计准则第九章中的有关披露要求如何与《企业会计准则第28号——会计政策...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202303/t20230313_3872127.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\070-问：新保险合同会计准则第九章中的有关披露要求如何与-企业会计准则第28号-会计政策....html"
"问：企业应当如何判定权益工具投资为“非交易性”，从而符合指定为以公允价值计量且其变...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892060.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\071-问：企业应当如何判定权益工具投资为“非交易性”-从而符合指定为以公允价值计量且其变....html"
"问：商业银行应当如何确定一项主营业务活动中发生的支出属于金融工具的交易费用、“手续...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892061.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\072-问：商业银行应当如何确定一项主营业务活动中发生的支出属于金融工具的交易费用-“手续....html"
"问：企业通过签订衍生金融工具对日常销售或采购非金融项目的合同或合同组合（能够以现金...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892063.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\073-问：企业通过签订衍生金融工具对日常销售或采购非金融项目的合同或合同组合-能够以现金....html"
"问：对于满足《企业会计准则第24号——套期会计》规定条件的套期关系，企业应当如何认定...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202306/t20230625_3892064.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\074-问：对于满足-企业会计准则第24号-套期会计-规定条件的套期关系-企业应当如何认定....html"
"问：上市公司乙公司是甲公司的联营企业，甲公司对乙公司的长期股权投资采用权益法核算。...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230710_3895086.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\075-问：上市公司乙公司是甲公司的联营企业-甲公司对乙公司的长期股权投资采用权益法核算。....html"
"问：企业合并所形成的商誉应当自购买日起按照合理的方法分摊至相关的资产组或资产组组合...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230710_3895087.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\076-问：企业合并所形成的商誉应当自购买日起按照合理的方法分摊至相关的资产组或资产组组合....html"
"问：在计量金融工具的预期信用损失时，应当如何考虑财务担保合同等信用增级所产生的现金...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230717_3896716.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\077-问：在计量金融工具的预期信用损失时-应当如何考虑财务担保合同等信用增级所产生的现金....html"
"问：甲公司持有某结构化主体的份额（甲公司对该结构化主体不具有控制、共同控制或重大影...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230717_3896759.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\078-问：甲公司持有某结构化主体的份额-甲公司对该结构化主体不具有控制-共同控制或重大影....html"
"问：某企业对职工实行股权激励计划，并约定了服务期和业绩条件。在等待期内，某已参加该...","https://kjs.mof.gov.cn/zt/kjzzss/sswd/202307/t20230717_3896761.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\implementation-qa-pages\079-问：某企业对职工实行股权激励计划-并约定了服务期和业绩条件。在等待期内-某已参加该....html"
