"Title","Url","LocalFile"
"收入准则应用案例——基于客户销售额的可变对价","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202012/t20201211_3634023.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\011-收入准则应用案例-基于客户销售额的可变对价.html"
"股份支付准则应用案例——以首次公开募股成功为可行权条件","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202105/t20210518_3704069.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\012-股份支付准则应用案例-以首次公开募股成功为可行权条件.html"
"股份支付准则应用案例——“大股东兜底式”股权激励计划","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202105/t20210518_3704076.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\013-股份支付准则应用案例-“大股东兜底式”股权激励计划.html"
"股份支付准则应用案例——授予限制性股票","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202105/t20210518_3704082.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\014-股份支付准则应用案例-授予限制性股票.html"
"股份支付准则应用案例——授予日的确定","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202105/t20210518_3704084.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\015-股份支付准则应用案例-授予日的确定.html"
"股份支付准则应用案例——实际控制人受让股份是否构成新的股份支付","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202105/t20210518_3704086.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\016-股份支付准则应用案例-实际控制人受让股份是否构成新的股份支付.html"
"新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2018〕35号）","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202106/t20210610_3717388.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\017-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2018〕35号.html"
"新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（融资租赁）","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202106/t20210610_3717396.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\018-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-融资租赁.html"
"新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（经营租赁）","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202106/t20210610_3717398.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\019-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-经营租赁.html"
"PPP项目合同社会资本方会计处理应用案例——无形资产模式","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202108/t20210810_3744013.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\020-PPP项目合同社会资本方会计处理应用案例-无形资产模式.html"
"PPP项目合同社会资本方会计处理应用案例——金融资产模式","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202108/t20210810_3744014.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\021-PPP项目合同社会资本方会计处理应用案例-金融资产模式.html"
"PPP项目合同社会资本方会计处理应用案例——混合模式","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202108/t20210810_3744016.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\022-PPP项目合同社会资本方会计处理应用案例-混合模式.html"
"资金集中管理会计处理应用案例","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202201/t20220124_3784577.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\023-资金集中管理会计处理应用案例.html"
"金融负债与权益工具的区分应用案例 ——对减资程序的考虑","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839955.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\024-金融负债与权益工具的区分应用案例-对减资程序的考虑.html"
"金融负债与权益工具的区分应用案例 ——中止和恢复回售权","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839956.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\025-金融负债与权益工具的区分应用案例-中止和恢复回售权.html"
"金融负债与权益工具的区分应用案例 ——补充协议导致发行人义务变化","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839957.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\026-金融负债与权益工具的区分应用案例-补充协议导致发行人义务变化.html"
"金融负债与权益工具的区分应用案例 ——发行人作为合同一方承担的义务","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839959.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\027-金融负债与权益工具的区分应用案例-发行人作为合同一方承担的义务.html"
"金融负债与权益工具的区分应用案例 ——投资者保护条款","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839960.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\028-金融负债与权益工具的区分应用案例-投资者保护条款.html"
"收入准则应用案例——标准化软件产品的收入确认时点","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202301/t20230103_3861817.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\029-收入准则应用案例-标准化软件产品的收入确认时点.html"
"股份支付准则应用案例——企业将以现金结算的股份支付修改为以权益结算的股份支付","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202302/t20230228_3869796.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\030-股份支付准则应用案例-企业将以现金结算的股份支付修改为以权益结算的股份支付.html"
"所得税准则应用案例——单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的...","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202304/t20230404_3877087.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\031-所得税准则应用案例-单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的....html"
"预期信用损失法应用案例（一）——以内部评级体系为基础","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202307/t20230717_3896707.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\032-预期信用损失法应用案例-一-以内部评级体系为基础.html"
"预期信用损失法应用案例（二）——不以内部评级体系为基础的简化方法","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202307/t20230717_3896711.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\033-预期信用损失法应用案例-二-不以内部评级体系为基础的简化方法.html"
"收入准则应用案例——预售商品房的收入确认","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202310/t20231031_3914057.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\034-收入准则应用案例-预售商品房的收入确认.html"
"租赁准则应用案例——卖方兼承租人对包含非取决于指数或比率的可变租赁付款额的售后租回...","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202312/t20231207_3920279.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\035-租赁准则应用案例-卖方兼承租人对包含非取决于指数或比率的可变租赁付款额的售后租回....html"
"股份支付准则应用案例——股份支付的修改导致所授予权益工具的公允价值增加","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202406/t20240620_3937581.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\036-股份支付准则应用案例-股份支付的修改导致所授予权益工具的公允价值增加.html"
"收入准则应用案例——充（供）电业务的收入确认","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202504/t20250417_3962197.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\037-收入准则应用案例-充-供-电业务的收入确认.html"
"金融工具列报应用案例——指定为以公允价值计量且其变动计入其他综合收益的权益工具投资...","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202604/t20260430_3988929.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\038-金融工具列报应用案例-指定为以公允价值计量且其变动计入其他综合收益的权益工具投资....html"
"企业合并准则应用案例——补偿性资产的会计处理","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202606/t20260618_3991875.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\039-企业合并准则应用案例-补偿性资产的会计处理.html"
"股份支付准则应用案例——授予限制性股票","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704082.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\040-股份支付准则应用案例-授予限制性股票.html"
"股份支付准则应用案例——授予日的确定","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704084.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\041-股份支付准则应用案例-授予日的确定.html"
"股份支付准则应用案例——实际控制人受让股份是否构成新的股份支付","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704086.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\042-股份支付准则应用案例-实际控制人受让股份是否构成新的股份支付.html"
"股份支付准则应用案例——企业将以现金结算的股份支付修改为以权益结算的股份支付","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202302/t20230228_3869796.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\043-股份支付准则应用案例-企业将以现金结算的股份支付修改为以权益结算的股份支付.html"
"股份支付准则应用案例——股份支付的修改导致所授予权益工具的公允价值增加","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202406/t20240620_3937581.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\044-股份支付准则应用案例-股份支付的修改导致所授予权益工具的公允价值增加.html"
"金融负债与权益工具的区分应用案例 ——发行人作为合同一方承担的义务","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839959.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\045-金融负债与权益工具的区分应用案例-发行人作为合同一方承担的义务.html"
"金融负债与权益工具的区分应用案例 ——投资者保护条款","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839960.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\046-金融负债与权益工具的区分应用案例-投资者保护条款.html"
"预期信用损失法应用案例（一）——以内部评级体系为基础","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/t20230717_3896707.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\047-预期信用损失法应用案例-一-以内部评级体系为基础.html"
"预期信用损失法应用案例（二）——不以内部评级体系为基础的简化方法","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/t20230717_3896711.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\048-预期信用损失法应用案例-二-不以内部评级体系为基础的简化方法.html"
"金融工具列报应用案例——指定为以公允价值计量且其变动计入其他综合收益的权益工具投资的披露","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202604/t20260430_3988929.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\049-金融工具列报应用案例-指定为以公允价值计量且其变动计入其他综合收益的权益工具投资的披露.html"
"PPP项目合同社会资本方会计处理应用案例——无形资产模式","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744013.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\050-PPP项目合同社会资本方会计处理应用案例-无形资产模式.html"
"PPP项目合同社会资本方会计处理应用案例——金融资产模式","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744014.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\051-PPP项目合同社会资本方会计处理应用案例-金融资产模式.html"
"PPP项目合同社会资本方会计处理应用案例——混合模式","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744016.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\052-PPP项目合同社会资本方会计处理应用案例-混合模式.html"
"企业合并准则应用案例——补偿性资产的会计处理","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/qyhbzzyyal/202606/t20260618_3991875.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\053-企业合并准则应用案例-补偿性资产的会计处理.html"
"所得税准则应用案例——单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的会计处理","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/sdszzyyal/202304/t20230404_3877087.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\054-所得税准则应用案例-单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的会计处理.html"
"收入准则应用案例——合同变更与可变对价的判断","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634022.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\055-收入准则应用案例-合同变更与可变对价的判断.html"
"收入准则应用案例——基于客户销售额的可变对价","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634023.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\056-收入准则应用案例-基于客户销售额的可变对价.html"
"收入准则应用案例——标准化软件产品的收入确认时点","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202301/t20230103_3861817.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\057-收入准则应用案例-标准化软件产品的收入确认时点.html"
"收入准则应用案例——预售商品房的收入确认","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202310/t20231031_3914057.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\058-收入准则应用案例-预售商品房的收入确认.html"
"收入准则应用案例——充（供）电业务的收入确认","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202504/t20250417_3962197.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\059-收入准则应用案例-充-供-电业务的收入确认.html"
"新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2018〕35号）","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717388.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\060-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2018〕35号.html"
"新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（融资租赁）","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717396.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\061-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-融资租赁.html"
"新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（经营租赁）","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717398.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\062-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-经营租赁.html"
"租赁准则应用案例——卖方兼承租人对包含非取决于指数或比率的可变租赁付款额的售后租回交易的会计处理","https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202312/t20231207_3920279.htm","D:\ai-audit\knowledge-base\CPA-ZH\raw\standards\accounting\application-cases-pages\063-租赁准则应用案例-卖方兼承租人对包含非取决于指数或比率的可变租赁付款额的售后租回交易的会计处理.html"
