article_id,title,source_role,parent_url,attachment_url,original_path,markdown_path,sha256,content_type,extraction_engine,extraction_status,classification,note
1590105,关于印发《企业产品成本核算制度——钢铁行业》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201511/t20151130_1590105.htm,https://kjs.mof.gov.cn/zhengcefabu/201511/P020151130544962770968.pdf,raw/_archive/standards/accounting/page-attachments/006-P020151130544962770968.pdf,raw/standards/accounting/page-attachments/006-P020151130544962770968.pdf.md,f9b8f6f1d8a8419caf039a9261a96c503fb6edabe5b0e8066b7184465dd432bf,application/pdf,pymupdf,ok,archived,
2428006,关于印发《规范“三去一降一补”有关业务的会计处理规定》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201609/t20160927_2428006.htm,https://kjs.mof.gov.cn/zhengcefabu/201609/P020160927561758728583.docx,raw/_archive/standards/accounting/page-attachments/007-P020160927561758728583.docx,raw/standards/accounting/page-attachments/007-P020160927561758728583.docx.md,08ce1e6fd78cf1c283291b89b72e40e3453e1a697c05c224a6044791ee7089f2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,python-docx,ok,archived,
2445062,关于印发《企业产品成本核算制度——煤炭行业》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201610/t20161027_2445062.htm,https://kjs.mof.gov.cn/zhengcefabu/201610/P020161027596363056602.pdf,raw/_archive/standards/accounting/page-attachments/008-P020161027596363056602.pdf,raw/standards/accounting/page-attachments/008-P020161027596363056602.pdf.md,1db7de66a4af3175d82dbb45f80e7dcb31733f446cce0e33688a0e94057a97ed,application/pdf,pymupdf,ok,archived,
2505655,关于印发《企业破产清算有关会计处理规定》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201612/t20161227_2505655.htm,https://kjs.mof.gov.cn/zhengcefabu/201612/P020161227381668494980.pdf,raw/_archive/standards/accounting/page-attachments/010-P020161227381668494980.pdf,raw/standards/accounting/page-attachments/010-P020161227381668494980.pdf.md,2aaf1b81f9b835606a0a8ecbc648f27ae067ebdb1b22a3c7baf66a225d068ced,application/pdf,pymupdf,ok,archived,
2628433,关于印发《企业会计准则解释第9号——关于权益法下投资净损失的会计处理》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201706/t20170621_2628433.htm,https://kjs.mof.gov.cn/zhengcefabu/201706/P020170621605521628417.docx,raw/standards/accounting/interpretations-pages/解释第09号_附件.docx,raw/standards/accounting/interpretations-pages/解释第09号_附件.docx.md,c7dc2a0ca0a0299c25e83a95e133d3025224b43e51ed0efc2daa718b38c00fb3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,existing-sidecar,ok,archived,renamed interpretation attachment
2628435,关于印发《企业会计准则解释第10号——关于以使用固定资产产生的收入为基础的折旧方法》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201706/t20170621_2628435.htm,https://kjs.mof.gov.cn/zhengcefabu/201706/P020170621607055685277.docx,raw/standards/accounting/interpretations-pages/解释第10号_附件.docx,raw/standards/accounting/interpretations-pages/解释第10号_附件.docx.md,47b5b664823917bacd2029a7d1bc73cdd32a5170864b4473518b4a5232690a5b,application/vnd.openxmlformats-officedocument.wordprocessingml.document,existing-sidecar,ok,archived,renamed interpretation attachment
2628437,关于印发《企业会计准则解释第11号——关于以使用无形资产产生的收入为基础的摊销方法》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201706/t20170621_2628437.htm,https://kjs.mof.gov.cn/zhengcefabu/201706/P020170621608562170360.docx,raw/standards/accounting/interpretations-pages/解释第11号_附件.docx,raw/standards/accounting/interpretations-pages/解释第11号_附件.docx.md,31c55bd7888d839cd2d0e878502756d0ec42244624cbbd09dc82d336ca92ccdb,application/vnd.openxmlformats-officedocument.wordprocessingml.document,existing-sidecar,ok,archived,renamed interpretation attachment
2628439,关于印发《企业会计准则解释第12号——关于关键管理人员服务的提供方与接受方是否为关联方》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201706/t20170621_2628439.htm,https://kjs.mof.gov.cn/zhengcefabu/201706/P020170621609794986303.docx,raw/standards/accounting/interpretations-pages/解释第12号_附件.docx,raw/standards/accounting/interpretations-pages/解释第12号_附件.docx.md,8d80334ef622e352c7bbaa17e2f1e9dc94b43b9cb5d0e593f46352910d79a3eb,application/vnd.openxmlformats-officedocument.wordprocessingml.document,existing-sidecar,ok,archived,renamed interpretation attachment
2798185,关于印发《企业产品成本核算制度——电网经营行业》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201801/t20180119_2798185.htm,https://kjs.mof.gov.cn/zhengcefabu/201801/P020180119549306349795.pdf,raw/_archive/standards/accounting/page-attachments/012-P020180119549306349795.pdf,raw/standards/accounting/page-attachments/012-P020180119549306349795.pdf.md,2ed9f198eeeb36777ecc5883e2e9e29ae5712169a8545e79125eb291c48daf5e,application/pdf,pymupdf,ok,archived,
3065822,关于印发《知识产权相关会计信息披露规定》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201811/t20181113_3065822.htm,https://kjs.mof.gov.cn/zhengcefabu/201811/P020181113394808063878.pdf,raw/_archive/standards/accounting/page-attachments/013-P020181113394808063878.pdf,raw/standards/accounting/page-attachments/013-P020181113394808063878.pdf.md,6622d8c3b120deadb1c945952898ec7b110ddb8653dc068dbe427cb3415b2f7c,application/pdf,pymupdf,ok,archived,
3138955,关于印发《永续债相关会计处理的规定》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201901/t20190130_3138955.htm,https://kjs.mof.gov.cn/zhengcefabu/201901/P020190130562568550137.pdf,raw/_archive/standards/accounting/page-attachments/014-P020190130562568550137.pdf,raw/standards/accounting/page-attachments/014-P020190130562568550137.pdf.md,4f499de3b7690ba9a87905f529027b76b7c466a664d8656584b0f1e369aab3d1,application/pdf,pymupdf,ok,archived,
3254992,关于修订印发2019年度一般企业财务报表格式的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201905/t20190510_3254992.htm,https://kjs.mof.gov.cn/zhengcefabu/201905/P020190510359607388970.pdf,raw/_archive/standards/accounting/page-attachments/015-P020190510359607388970.pdf,raw/standards/accounting/page-attachments/015-P020190510359607388970.pdf.md,81957bc9e433c0ad23c4b14953f74438fa20f4885bbcd028eadff5cefdc2568c,application/pdf,pymupdf,ok,archived,
3254992,关于修订印发2019年度一般企业财务报表格式的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201905/t20190510_3254992.htm,https://kjs.mof.gov.cn/zhengcefabu/201905/P020190510359607790104.pdf,raw/_archive/standards/accounting/page-attachments/015-P020190510359607790104.pdf,raw/standards/accounting/page-attachments/015-P020190510359607790104.pdf.md,cf442fbfd7f4b17e07c2de5b4499e8a82e0983ff09a7d7e8f02fcde455508e8f,application/pdf,pymupdf,ok,archived,
3394088,关于修订印发合并财务报表格式（2019版）的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201909/t20190927_3394088.htm,https://kjs.mof.gov.cn/zhengcefabu/201909/P020190927495702300413.pdf,raw/_archive/standards/accounting/page-attachments/016-P020190927495702300413.pdf,raw/standards/accounting/page-attachments/016-P020190927495702300413.pdf.md,3a1ebf8fb9c6db94a92ad4c8fde43850702e51da0a437f914ea1184754989721,application/pdf,pymupdf,ok,archived,
3394088,关于修订印发合并财务报表格式（2019版）的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201909/t20190927_3394088.htm,https://kjs.mof.gov.cn/zhengcefabu/201909/P020190927495702775032.pdf,raw/_archive/standards/accounting/page-attachments/016-P020190927495702775032.pdf,raw/standards/accounting/page-attachments/016-P020190927495702775032.pdf.md,ed1f40dcfd852087d4109d4b516ed13eb75742be038800bc8e8ed27fd04a7b4d,application/pdf,pymupdf,ok,archived,
3441493,关于印发《企业会计准则解释第13号》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201912/t20191213_3441493.htm,https://kjs.mof.gov.cn/zhengcefabu/201912/P020191213606003885528.pdf,raw/standards/accounting/interpretations-pages/解释第13号_附件.pdf,raw/standards/accounting/interpretations-pages/解释第13号_附件.pdf.md,e4fc06acafa6de63b98aae5f4c8858096e2ce3e0e1f16f6e2aa341e9542dabd5,application/pdf,existing-sidecar,ok,archived,renamed interpretation attachment
3448268,关于印发《碳排放权交易有关会计处理暂行规定》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/201912/t20191223_3448268.htm,https://kjs.mof.gov.cn/zhengcefabu/201912/P020191223369112189281.pdf,raw/_archive/standards/accounting/page-attachments/017-P020191223369112189281.pdf,raw/standards/accounting/page-attachments/017-P020191223369112189281.pdf.md,7836c61ce53ffc0d184dbdd58bef3397668d6cbd0de2e2e6596d685df483702c,application/pdf,pymupdf,ok,archived,
3538070,关于印发《新冠肺炎疫情相关租金减让会计处理规定》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/202006/t20200624_3538070.htm,https://kjs.mof.gov.cn/zhengcefabu/202006/P020200624342034965796.pdf,raw/_archive/standards/accounting/page-attachments/018-P020200624342034965796.pdf,raw/standards/accounting/page-attachments/018-P020200624342034965796.pdf.md,325790e24bca023a42503df1d87acb6b5c212fd0e2acb9e26c5c7f85072b0bf6,application/pdf,pymupdf,ok,archived,
3653110,关于印发《企业会计准则解释第14号》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/202102/t20210202_3653110.htm,https://kjs.mof.gov.cn/zhengcefabu/202102/P020210202577424347532.pdf,raw/standards/accounting/interpretations-pages/解释第14号_附件.pdf,raw/standards/accounting/interpretations-pages/解释第14号_附件.pdf.md,10a8dca5df5b64cf45037d8cc66b00127dc0493b6eb65b3cfc0c6c9eea285d47,application/pdf,existing-sidecar,ok,archived,renamed interpretation attachment
3756964,关于印发《企业产品成本核算制度——油气管网行业》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/202110/t20211008_3756964.htm,https://kjs.mof.gov.cn/zhengcefabu/202110/P020211008508350268899.pdf,raw/_archive/standards/accounting/page-attachments/019-P020211008508350268899.pdf,raw/standards/accounting/page-attachments/019-P020211008508350268899.pdf.md,cfc7403a664014616e6f40ef88beaa7fa402533d694e2abd1275476ff01c4c6e,application/pdf,pymupdf,ok,archived,
3779983,关于印发《企业会计准则解释第15号》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/202112/t20211231_3779983.htm,https://kjs.mof.gov.cn/zhengcefabu/202112/P020211231565531647850.pdf,raw/standards/accounting/interpretations-pages/解释第15号_附件.pdf,raw/standards/accounting/interpretations-pages/解释第15号_附件.pdf.md,dd752f3cae4f9472d31fb0db8bc8c450748c2ac193754f0647960b2bb46b0491,application/pdf,existing-sidecar,ok,archived,renamed interpretation attachment
3903354,关于印发《企业数据资源相关会计处理暂行规定》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/202308/t20230821_3903354.htm,https://kjs.mof.gov.cn/zhengcefabu/202308/P020230821585628790308.pdf,raw/_archive/standards/accounting/page-attachments/020-P020230821585628790308.pdf,raw/standards/accounting/page-attachments/020-P020230821585628790308.pdf.md,0d60dd762421a89e1509dd36d0c6654442304b57b0594228afefb13fd65a0b57,application/pdf,pymupdf,ok,archived,
3915491,关于印发《企业会计准则解释第17号》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/202311/t20231109_3915491.htm,https://kjs.mof.gov.cn/zhengcefabu/202311/P020231109301950429806.pdf,raw/standards/accounting/interpretations-pages/解释第17号_附件.pdf,raw/standards/accounting/interpretations-pages/解释第17号_附件.pdf.md,0d6a3fa5a41f09581fe45e7d9a9697ac8101049e90df2ef49c985f71df8fb817,application/pdf,existing-sidecar,ok,archived,renamed interpretation attachment
3950344,关于印发《企业会计准则解释第18号》的通知,substantive-attachment,https://kjs.mof.gov.cn/zhengcefabu/202412/t20241223_3950344.htm,https://kjs.mof.gov.cn/zhengcefabu/202412/P020241223624330738971.pdf,raw/standards/accounting/interpretations-pages/解释第18号_附件.pdf,raw/standards/accounting/interpretations-pages/解释第18号_附件.pdf.md,84fa0b0b2e74bdfe8013fa766e96172b3155953b9ad105ac878d06d30075d4b3,application/pdf,existing-sidecar,ok,archived,renamed interpretation attachment
3704069,股份支付准则应用案例——以首次公开募股成功为可行权条件,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704069.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/P020210518375412336011.pdf,raw/_archive/standards/accounting/application-case-attachments/012-P020210518375412336011.pdf,raw/standards/accounting/application-case-attachments/012-P020210518375412336011.pdf.md,509facb93677462b898ac86bced953d1bf564d4a02b94bced4014a3e20f79195,application/pdf,pymupdf,ok,archived,
3704076,股份支付准则应用案例——“大股东兜底式”股权激励计划,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704076.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/P020210518378130607194.pdf,raw/_archive/standards/accounting/application-case-attachments/013-P020210518378130607194.pdf,raw/standards/accounting/application-case-attachments/013-P020210518378130607194.pdf.md,a4cc293863b1ad11fffbd56926c49c3fe20dc701b6bb7d7af89fed7721e6239f,application/pdf,pymupdf,ok,archived,
3704082,股份支付准则应用案例——授予限制性股票,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704082.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/P020210518384054233794.pdf,raw/_archive/standards/accounting/application-case-attachments/014-P020210518384054233794.pdf,raw/standards/accounting/application-case-attachments/014-P020210518384054233794.pdf.md,d0f5228b7658284b68ba1e92544ba14fe0dd5e519f7cc66081017f53a8b97020,application/pdf,pymupdf,ok,archived,
3704084,股份支付准则应用案例——授予日的确定,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704084.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/P020210518385156435360.pdf,raw/_archive/standards/accounting/application-case-attachments/015-P020210518385156435360.pdf,raw/standards/accounting/application-case-attachments/015-P020210518385156435360.pdf.md,f7a2c2eb28f22da2fccfc014dd8158a066be08d726327df4474c1381131d2878,application/pdf,pymupdf,ok,archived,
3704086,股份支付准则应用案例——实际控制人受让股份是否构成新的股份支付,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704086.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/P020210518386545332486.pdf,raw/_archive/standards/accounting/application-case-attachments/016-P020210518386545332486.pdf,raw/standards/accounting/application-case-attachments/016-P020210518386545332486.pdf.md,f36fa7117de8b04117e9b8e9e672b22dd1d79c47ec9ed39e268e10db57cb1cd5,application/pdf,pymupdf,ok,archived,
3869796,股份支付准则应用案例——企业将以现金结算的股份支付修改为以权益结算的股份支付,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202302/t20230228_3869796.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202302/P020230228399283776696.pdf,raw/_archive/standards/accounting/application-case-attachments/030-P020230228399283776696.pdf,raw/standards/accounting/application-case-attachments/030-P020230228399283776696.pdf.md,7dff817b56fb4ab73fc78ea121910578f54ffeedf6ce981eebd6d5ea7d2d7c3c,application/pdf,pymupdf,ok,archived,
3937581,股份支付准则应用案例——股份支付的修改导致所授予权益工具的公允价值增加,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202406/t20240620_3937581.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202406/P020240620591986535639.pdf,raw/_archive/standards/accounting/application-case-attachments/036-P020240620591986535639.pdf,raw/standards/accounting/application-case-attachments/036-P020240620591986535639.pdf.md,47e3d869dd001a0b71204a285f15325a712c5214507ae8988940fb28b422eea5,application/pdf,pymupdf,ok,archived,
3784577,资金集中管理会计处理应用案例,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202201/t20220124_3784577.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202201/P020220124608610279549.pdf,raw/_archive/standards/accounting/application-case-attachments/023-P020220124608610279549.pdf,raw/standards/accounting/application-case-attachments/023-P020220124608610279549.pdf.md,119c2d08e24e0775960a0ebb47931424436a2317d55c73e48abc7b4ad0ce5a88,application/pdf,pymupdf,ok,archived,
3839955,金融负债与权益工具的区分应用案例 ——对减资程序的考虑,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839955.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/P020220913411553366166.pdf,raw/_archive/standards/accounting/application-case-attachments/024-P020220913411553366166.pdf,raw/standards/accounting/application-case-attachments/024-P020220913411553366166.pdf.md,38245687fa55d371d705c67912548b4f2ef1e9cc664eb5fd292ec1aeba8db693,application/pdf,pymupdf,ok,archived,
3839956,金融负债与权益工具的区分应用案例 ——中止和恢复回售权,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839956.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/P020220913412155974996.pdf,raw/_archive/standards/accounting/application-case-attachments/025-P020220913412155974996.pdf,raw/standards/accounting/application-case-attachments/025-P020220913412155974996.pdf.md,8144db13187a98027181e7e7c2e7003d68540769e74eddae1134f056847b1f5c,application/pdf,pymupdf,ok,archived,
3839957,金融负债与权益工具的区分应用案例 ——补充协议导致发行人义务变化,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839957.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/P020220913412649962496.pdf,raw/_archive/standards/accounting/application-case-attachments/026-P020220913412649962496.pdf,raw/standards/accounting/application-case-attachments/026-P020220913412649962496.pdf.md,0f6f74ebf3d1ba4f317fe5fb0ef59e05592e5d60d66a07134a309dc480a81a19,application/pdf,pymupdf,ok,archived,
3839959,金融负债与权益工具的区分应用案例 ——发行人作为合同一方承担的义务,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839959.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/P020220913413146445202.pdf,raw/_archive/standards/accounting/application-case-attachments/027-P020220913413146445202.pdf,raw/standards/accounting/application-case-attachments/027-P020220913413146445202.pdf.md,ad937381bc75fccc1df7c2b3f63861b6f926760b5f73fe2de9d726a45a6130d8,application/pdf,pymupdf,ok,archived,
3839960,金融负债与权益工具的区分应用案例 ——投资者保护条款,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839960.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/P020220913413509669238.pdf,raw/_archive/standards/accounting/application-case-attachments/028-P020220913413509669238.pdf,raw/standards/accounting/application-case-attachments/028-P020220913413509669238.pdf.md,71c00d81c72873e11bf7da7ae37f48980f900344837db55bc48c7dc092d8a2ca,application/pdf,pymupdf,ok,archived,
3896707,预期信用损失法应用案例（一）——以内部评级体系为基础,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/t20230717_3896707.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/P020230717562477814396.pdf,raw/_archive/standards/accounting/application-case-attachments/032-P020230717562477814396.pdf,raw/standards/accounting/application-case-attachments/032-P020230717562477814396.pdf.md,0d8e1b57028d2e8bba6aad5922fd655f779c1b9fb89005060844977f536cb5a0,application/pdf,pymupdf,ok,archived,
3896711,预期信用损失法应用案例（二）——不以内部评级体系为基础的简化方法,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/t20230717_3896711.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/P020231025658077557643.pdf,raw/_archive/standards/accounting/application-case-attachments/033-P020231025658077557643.pdf,raw/standards/accounting/application-case-attachments/033-P020231025658077557643.pdf.md,6a3c96905d9e622319f10c4ef425aa79722cea35659b161b5f76ceb79b88d704,application/pdf,pymupdf,ok,archived,
3988929,金融工具列报应用案例——指定为以公允价值计量且其变动计入其他综合收益的权益工具投资...,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202604/t20260430_3988929.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202604/P020260430539586351619.pdf,raw/_archive/standards/accounting/application-case-attachments/038-P020260430539586351619.pdf,raw/standards/accounting/application-case-attachments/038-P020260430539586351619.pdf.md,1a8850e5c672583e3fff139c61c259b2e26e95bc851f83dc3a3b8c24e9a5490e,application/pdf,pymupdf,ok,archived,
3744014,PPP项目合同社会资本方会计处理应用案例——金融资产模式,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744014.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/P020210810309845568850.pdf,raw/_archive/standards/accounting/application-case-attachments/021-P020210810309845568850.pdf,raw/standards/accounting/application-case-attachments/021-P020210810309845568850.pdf.md,4516b45bf7903a5c845c8193272696098cd5bbd1e369d1979e3d0cba34911a50,application/pdf,pymupdf,ok,archived,
3744013,PPP项目合同社会资本方会计处理应用案例——无形资产模式,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744013.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/P020230310440286276379.pdf,raw/_archive/standards/accounting/application-case-attachments/020-P020230310440286276379.pdf,raw/standards/accounting/application-case-attachments/020-P020230310440286276379.pdf.md,f4bf69445b2c358af19728ea45d29a399a36f20f9f3c180a0583b63d10efa2f2,application/pdf,pymupdf,ok,archived,
